tourney;round;winner;loser;winnersets;losersets
madrid;1st Round Qualifying;Lukas Lacko;Alexandr Dolgopolov;2;1
madrid;1st Round Qualifying;Ernesto Escobedo;Ivan Dodig;2;0
madrid;1st Round Qualifying;Pierre-Hugues Herbert;Jerzy Janowicz;2;0
madrid;1st Round Qualifying;Mikhail Youzhny;Roberto Carballes Baena;2;1
rome;Finals;Alexander Zverev;Novak Djokovic;2;0
rome;Semi-Finals;Novak Djokovic;Dominic Thiem;2;0
rome;Semi-Finals;Alexander Zverev;John Isner;2;1
rome;Quarter-Finals;Novak Djokovic;Juan Martin del Potro;2;0
rome;Quarter-Finals;Dominic Thiem;Rafael Nadal;2;0
rome;Quarter-Finals;Alexander Zverev;Milos Raonic;2;0
rome;Quarter-Finals;John Isner;Marin Cilic;2;1
rome;Round of 16;Novak Djokovic;Roberto Bautista Agut;2;0
rome;Round of 16;John Isner;Stan Wawrinka;2;0
rome;Round of 16;Rafael Nadal;Jack Sock;2;0
rome;Round of 16;Milos Raonic;Tomas Berdych;2;0
rome;Round of 16;Marin Cilic;David Goffin;2;0
rome;Round of 16;Juan Martin del Potro;Kei Nishikori;2;0
rome;Round of 16;Dominic Thiem;Sam Querrey;2;1
rome;Round of 16;Alexander Zverev;Fabio Fognini;2;0
rome;Round of 32;Fabio Fognini;Andy Murray;2;0
rome;Round of 32;Novak Djokovic;Aljaz Bedene;2;0
rome;Round of 32;Stan Wawrinka;Benoit Paire;2;1
rome;Round of 32;Rafael Nadal;Nicolas Almagro;1;0
rome;Round of 32;Milos Raonic;Tommy Haas;2;0
rome;Round of 32;Marin Cilic;Ryan Harrison;2;0
rome;Round of 32;Kei Nishikori;David Ferrer;2;0
rome;Round of 32;Dominic Thiem;Pablo Cuevas;2;0
rome;Round of 32;David Goffin;Fernando Verdasco;2;1
rome;Round of 32;Tomas Berdych;Carlos Berlocq;2;0
rome;Round of 32;Jack Sock;Jiri Vesely;2;1
rome;Round of 32;Roberto Bautista Agut;Pablo Carreno Busta;2;1
rome;Round of 32;Alexander Zverev;Viktor Troicki;2;0
rome;Round of 32;Juan Martin del Potro;Kyle Edmund;2;0
rome;Round of 32;John Isner;Florian Mayer;2;0
rome;Round of 32;Sam Querrey;Jan-Lennard Struff;2;0
rome;Round of 64;David Goffin;Thomaz Bellucci;2;1
rome;Round of 64;Juan Martin del Potro;Grigor Dimitrov;2;1
rome;Round of 64;Sam Querrey;Lucas Pouille;2;0
rome;Round of 64;Tomas Berdych;Mischa Zverev;2;0
rome;Round of 64;Jack Sock;Diego Schwartzman;2;1
rome;Round of 64;John Isner;Albert Ramos-Vinolas;2;1
rome;Round of 64;Pablo Carreno Busta;Gilles Simon;2;0
rome;Round of 64;Alexander Zverev;Kevin Anderson;2;1
rome;Round of 64;Nicolas Almagro;Andreas Seppi;2;0
rome;Round of 64;Roberto Bautista Agut;Alexandr Dolgopolov;2;0
rome;Round of 64;Aljaz Bedene;Gianluca Mager;2;1
rome;Round of 64;Carlos Berlocq;Robin Haase;2;0
rome;Round of 64;Pablo Cuevas;Adrian Mannarino;2;0
rome;Round of 64;Kyle Edmund;Joao Sousa;2;0
rome;Round of 64;David Ferrer;Feliciano Lopez;2;1
rome;Round of 64;Fabio Fognini;Matteo Berrettini;2;0
rome;Round of 64;Tommy Haas;Ernesto Escobedo;2;1
rome;Round of 64;Ryan Harrison;Jared Donaldson;2;1
rome;Round of 64;Florian Mayer;Thiago Monteiro;2;0
rome;Round of 64;Benoit Paire;Nicolas Mahut;2;0
rome;Round of 64;Jan-Lennard Struff;Bernard Tomic;2;1
rome;Round of 64;Viktor Troicki;Stefano Napolitano;2;0
rome;Round of 64;Fernando Verdasco;Donald Young;2;0
rome;Round of 64;Jiri Vesely;Daniel Evans;2;0
rome;2nd Round Qualifying;Jan-Lennard Struff;Denis Istomin;1;0
rome;2nd Round Qualifying;Adrian Mannarino;Jared Donaldson;2;0
rome;2nd Round Qualifying;Thiago Monteiro;Thomaz Bellucci;2;0
rome;2nd Round Qualifying;Aljaz Bedene;Renzo Olivo;2;0
rome;2nd Round Qualifying;Kevin Anderson;Ernesto Escobedo;2;0
rome;2nd Round Qualifying;Carlos Berlocq;Andrea Arnaboldi;2;0
rome;2nd Round Qualifying;Nicolas Almagro;Alexandr Dolgopolov;2;0
rome;1st Round Qualifying;Jan-Lennard Struff;Taro Daniel;2;0
rome;1st Round Qualifying;Adrian Mannarino;Salvatore Caruso;2;1
rome;1st Round Qualifying;Thomaz Bellucci;Damir Dzumhur;2;0
rome;1st Round Qualifying;Aljaz Bedene;Lukas Lacko;2;0
rome;1st Round Qualifying;Kevin Anderson;Luca Vanni;2;1
rome;1st Round Qualifying;Carlos Berlocq;Santiago Giraldo;2;0
rome;1st Round Qualifying;Nicolas Almagro;Lorenzo Sonego;2;1
rome;1st Round Qualifying;Jared Donaldson;Marius Copil;2;1
rome;1st Round Qualifying;Renzo Olivo;Mikhail Kukushkin;2;0
rome;1st Round Qualifying;Ernesto Escobedo;Alessandro Giannessi;2;0
rome;1st Round Qualifying;Denis Istomin;Andrea Pellegrino;2;0
rome;1st Round Qualifying;Andrea Arnaboldi;Victor Estrella Burgos;2;1
rome;1st Round Qualifying;Alexandr Dolgopolov;Darian King;2;1
rome;1st Round Qualifying;Thiago Monteiro;Pierre-Hugues Herbert;2;0
roland-garros;Finals;Rafael Nadal;Stan Wawrinka;3;0
roland-garros;Semi-Finals;Stan Wawrinka;Andy Murray;3;2
roland-garros;Semi-Finals;Rafael Nadal;Dominic Thiem;3;0
roland-garros;Quarter-Finals;Andy Murray;Kei Nishikori;3;1
roland-garros;Quarter-Finals;Dominic Thiem;Novak Djokovic;3;0
roland-garros;Quarter-Finals;Stan Wawrinka;Marin Cilic;3;0
roland-garros;Quarter-Finals;Rafael Nadal;Pablo Carreno Busta;2;0
roland-garros;Round of 16;Andy Murray;Karen Khachanov;3;0
roland-garros;Round of 16;Novak Djokovic;Albert Ramos-Vinolas;3;0
roland-garros;Round of 16;Stan Wawrinka;Gael Monfils;3;0
roland-garros;Round of 16;Rafael Nadal;Roberto Bautista Agut;3;0
roland-garros;Round of 16;Pablo Carreno Busta;Milos Raonic;3;2
roland-garros;Round of 16;Dominic Thiem;Horacio Zeballos;3;0
roland-garros;Round of 16;Marin Cilic;Kevin Anderson;2;0
roland-garros;Round of 16;Kei Nishikori;Fernando Verdasco;3;1
roland-garros;Round of 32;Andy Murray;Juan Martin del Potro;3;0
roland-garros;Round of 32;Novak Djokovic;Diego Schwartzman;3;2
roland-garros;Round of 32;Stan Wawrinka;Fabio Fognini;3;0
roland-garros;Round of 32;Rafael Nadal;Nikoloz Basilashvili;3;0
roland-garros;Round of 32;Milos Raonic;Guillermo Garcia-Lopez;2;0
roland-garros;Round of 32;Dominic Thiem;Steve Johnson;3;0
roland-garros;Round of 32;Marin Cilic;Feliciano Lopez;3;0
roland-garros;Round of 32;Kei Nishikori;Hyeon Chung;3;2
roland-garros;Round of 32;Horacio Zeballos;David Goffin;0;1
roland-garros;Round of 32;Pablo Carreno Busta;Grigor Dimitrov;3;0
roland-garros;Round of 32;Gael Monfils;Richard Gasquet;2;1
roland-garros;Round of 32;Albert Ramos-Vinolas;Lucas Pouille;3;2
roland-garros;Round of 32;Roberto Bautista Agut;Jiri Vesely;3;0
roland-garros;Round of 32;Karen Khachanov;John Isner;3;1
roland-garros;Round of 32;Fernando Verdasco;Pablo Cuevas;3;0
roland-garros;Round of 32;Kevin Anderson;Kyle Edmund;3;2
roland-garros;Round of 64;Andy Murray;Martin Klizan;3;1
roland-garros;Round of 64;Novak Djokovic;Joao Sousa;3;0
roland-garros;Round of 64;Stan Wawrinka;Alexandr Dolgopolov;3;0
roland-garros;Round of 64;Rafael Nadal;Robin Haase;3;0
roland-garros;Round of 64;Milos Raonic;Rogerio Dutra Silva;3;1
roland-garros;Round of 64;Dominic Thiem;Simone Bolelli;3;0
roland-garros;Round of 64;Marin Cilic;Konstantin Kravchuk;3;0
roland-garros;Round of 64;Kei Nishikori;Jeremy Chardy;3;0
roland-garros;Round of 64;David Goffin;Sergiy Stakhovsky;3;1
roland-garros;Round of 64;Grigor Dimitrov;Tommy Robredo;3;0
roland-garros;Round of 64;Karen Khachanov;Tomas Berdych;3;0
roland-garros;Round of 64;Gael Monfils;Thiago Monteiro;3;0
roland-garros;Round of 64;Lucas Pouille;Thomaz Bellucci;3;0
roland-garros;Round of 64;Roberto Bautista Agut;Mikhail Kukushkin;3;1
roland-garros;Round of 64;Kevin Anderson;Nick Kyrgios;3;1
roland-garros;Round of 64;Albert Ramos-Vinolas;Benjamin Bonzi;3;0
roland-garros;Round of 64;Pablo Carreno Busta;Taro Daniel;3;1
roland-garros;Round of 64;John Isner;Paolo Lorenzi;3;0
roland-garros;Round of 64;Pablo Cuevas;Nicolas Kicker;3;0
roland-garros;Round of 64;Horacio Zeballos;Ivo Karlovic;3;0
roland-garros;Round of 64;Richard Gasquet;Victor Estrella Burgos;3;0
roland-garros;Round of 64;Steve Johnson;Borna Coric;3;1
roland-garros;Round of 64;Fabio Fognini;Andreas Seppi;3;0
roland-garros;Round of 64;Juan Martin del Potro;Nicolas Almagro;1;1
roland-garros;Round of 64;Feliciano Lopez;David Ferrer;3;2
roland-garros;Round of 64;Nikoloz Basilashvili;Viktor Troicki;3;0
roland-garros;Round of 64;Hyeon Chung;Denis Istomin;3;0
roland-garros;Round of 64;Kyle Edmund;Renzo Olivo;3;0
roland-garros;Round of 64;Guillermo Garcia-Lopez;Marco Trungelliti;3;0
roland-garros;Round of 64;Diego Schwartzman;Stefano Napolitano;3;0
roland-garros;Round of 64;Fernando Verdasco;Pierre-Hugues Herbert;3;2
roland-garros;Round of 64;Jiri Vesely;Aljaz Bedene;3;1
roland-garros;Round of 128;Andy Murray;Andrey Kuznetsov;3;1
roland-garros;Round of 128;Novak Djokovic;Marcel Granollers;3;0
roland-garros;Round of 128;Stan Wawrinka;Jozef Kovalik;3;0
roland-garros;Round of 128;Rafael Nadal;Benoit Paire;3;0
roland-garros;Round of 128;Milos Raonic;Steve Darcis;3;0
roland-garros;Round of 128;Dominic Thiem;Bernard Tomic;3;0
roland-garros;Round of 128;Marin Cilic;Ernests Gulbis;3;0
roland-garros;Round of 128;Kei Nishikori;Thanasi Kokkinakis;3;1
roland-garros;Round of 128;Fernando Verdasco;Alexander Zverev;3;1
roland-garros;Round of 128;David Goffin;Paul-Henri Mathieu;3;0
roland-garros;Round of 128;Grigor Dimitrov;Stephane Robert;3;0
roland-garros;Round of 128;Renzo Olivo;Jo-Wilfried Tsonga;3;1
roland-garros;Round of 128;Tomas Berdych;Jan-Lennard Struff;3;1
roland-garros;Round of 128;Jiri Vesely;Jack Sock;3;0
roland-garros;Round of 128;Gael Monfils;Dustin Brown;3;0
roland-garros;Round of 128;Lucas Pouille;Julien Benneteau;3;2
roland-garros;Round of 128;Roberto Bautista Agut;John Millman;3;1
roland-garros;Round of 128;Nick Kyrgios;Philipp Kohlschreiber;3;0
roland-garros;Round of 128;Albert Ramos-Vinolas;Marius Copil;3;1
roland-garros;Round of 128;Pablo Carreno Busta;Florian Mayer;3;0
roland-garros;Round of 128;John Isner;Jordan Thompson;3;1
roland-garros;Round of 128;Pablo Cuevas;Maxime Hamou;3;0
roland-garros;Round of 128;Ivo Karlovic;Stefanos Tsitsipas;3;0
roland-garros;Round of 128;Richard Gasquet;Arthur De Greef;3;1
roland-garros;Round of 128;Steve Johnson;Yuichi Sugita;3;2
roland-garros;Round of 128;Guillermo Garcia-Lopez;Gilles Muller;3;1
roland-garros;Round of 128;Hyeon Chung;Sam Querrey;3;1
roland-garros;Round of 128;Fabio Fognini;Frances Tiafoe;3;2
roland-garros;Round of 128;Juan Martin del Potro;Guido Pella;3;0
roland-garros;Round of 128;David Ferrer;Donald Young;2;2
roland-garros;Round of 128;Nikoloz Basilashvili;Gilles Simon;3;1
roland-garros;Round of 128;Stefano Napolitano;Mischa Zverev;3;1
roland-garros;Round of 128;Nicolas Almagro;Marcos Baghdatis;3;1
roland-garros;Round of 128;Kevin Anderson;Malek Jaziri;3;0
roland-garros;Round of 128;Aljaz Bedene;Ryan Harrison;3;1
roland-garros;Round of 128;Thomaz Bellucci;Dusan Lajovic;3;1
roland-garros;Round of 128;Simone Bolelli;Nicolas Mahut;3;0
roland-garros;Round of 128;Benjamin Bonzi;Daniil Medvedev;3;1
roland-garros;Round of 128;Jeremy Chardy;Radu Albot;3;0
roland-garros;Round of 128;Borna Coric;Mathias Bourgue;3;0
roland-garros;Round of 128;Taro Daniel;Jerzy Janowicz;3;0
roland-garros;Round of 128;Alexandr Dolgopolov;Carlos Berlocq;3;0
roland-garros;Round of 128;Rogerio Dutra Silva;Mikhail Youzhny;3;2
roland-garros;Round of 128;Kyle Edmund;Gastao Elias;3;0
roland-garros;Round of 128;Victor Estrella Burgos;Teymuraz Gabashvili;3;2
roland-garros;Round of 128;Robin Haase;Alex de Minaur;3;0
roland-garros;Round of 128;Pierre-Hugues Herbert;Jared Donaldson;3;0
roland-garros;Round of 128;Denis Istomin;Ernesto Escobedo;3;0
roland-garros;Round of 128;Karen Khachanov;Nicolas Jarry;3;1
roland-garros;Round of 128;Nicolas Kicker;Damir Dzumhur;3;1
roland-garros;Round of 128;Martin Klizan;Laurent Lokoli;3;2
roland-garros;Round of 128;Konstantin Kravchuk;Federico Delbonis;3;0
roland-garros;Round of 128;Mikhail Kukushkin;Tennys Sandgren;3;0
roland-garros;Round of 128;Feliciano Lopez;Bjorn Fratangelo;3;0
roland-garros;Round of 128;Paolo Lorenzi;Ricardas Berankis;3;0
roland-garros;Round of 128;Thiago Monteiro;Alexandre Muller;3;2
roland-garros;Round of 128;Tommy Robredo;Daniel Evans;3;1
roland-garros;Round of 128;Diego Schwartzman;Andrey Rublev;3;2
roland-garros;Round of 128;Andreas Seppi;Santiago Giraldo;3;1
roland-garros;Round of 128;Joao Sousa;Janko Tipsarevic;3;1
roland-garros;Round of 128;Sergiy Stakhovsky;Yen-Hsun Lu;3;0
roland-garros;Round of 128;Viktor Troicki;Evgeny Donskoy;3;0
roland-garros;Round of 128;Marco Trungelliti;Quentin Halys;3;2
roland-garros;Round of 128;Horacio Zeballos;Adrian Mannarino;3;0
roland-garros;3rd Round Qualifying;Marius Copil;Peter Gojowczyk;2;1
roland-garros;3rd Round Qualifying;Taro Daniel;Andrey Rublev;2;1
roland-garros;3rd Round Qualifying;Jozef Kovalik;Norbert Gombos;2;1
roland-garros;3rd Round Qualifying;Simone Bolelli;Marco Cecchinato;2;0
roland-garros;3rd Round Qualifying;Santiago Giraldo;Guido Andreozzi;2;0
roland-garros;3rd Round Qualifying;Guido Pella;Maxime Janvier;2;1
roland-garros;3rd Round Qualifying;Bjorn Fratangelo;Gerald Melzer;2;1
roland-garros;3rd Round Qualifying;Paul-Henri Mathieu;Denis Kudla;2;0
roland-garros;3rd Round Qualifying;Sergiy Stakhovsky;Jan Satral;2;1
roland-garros;3rd Round Qualifying;Arthur De Greef;Daniel Masur;2;0
roland-garros;3rd Round Qualifying;Teymuraz Gabashvili;Pedro Sousa;2;1
roland-garros;3rd Round Qualifying;Maxime Hamou;Roberto Quiroz;2;0
roland-garros;3rd Round Qualifying;Nicolas Jarry;Reilly Opelka;2;1
roland-garros;3rd Round Qualifying;Stefano Napolitano;Alexander Bublik;2;1
roland-garros;3rd Round Qualifying;Marco Trungelliti;Matteo Donati;2;0
roland-garros;3rd Round Qualifying;Stefanos Tsitsipas;Oscar Otte;2;0
roland-garros;2nd Round Qualifying;Marius Copil;Ilya Ivashka;2;0
roland-garros;2nd Round Qualifying;Taro Daniel;Matija Pecotic;2;0
roland-garros;2nd Round Qualifying;Norbert Gombos;Yasutaka Uchiyama;2;0
roland-garros;2nd Round Qualifying;Marco Cecchinato;Salvatore Caruso;2;0
roland-garros;2nd Round Qualifying;Santiago Giraldo;Uladzimir Ignatik;2;0
roland-garros;2nd Round Qualifying;Matteo Donati;Alessandro Giannessi;2;1
roland-garros;2nd Round Qualifying;Guido Pella;Marc Polmans;2;1
roland-garros;2nd Round Qualifying;Gerald Melzer;Vincent Millot;2;0
roland-garros;2nd Round Qualifying;Paul-Henri Mathieu;Alejandro Gonzalez;2;0
roland-garros;2nd Round Qualifying;Maxime Hamou;Blaz Kavcic;2;0
roland-garros;2nd Round Qualifying;Andrey Rublev;Mirza Basic;2;1
roland-garros;2nd Round Qualifying;Maxime Janvier;Casper Ruud;2;0
roland-garros;2nd Round Qualifying;Jozef Kovalik;Luca Vanni;2;0
roland-garros;2nd Round Qualifying;Sergiy Stakhovsky;Stefan Kozlov;2;1
roland-garros;2nd Round Qualifying;Guido Andreozzi;Tim Smyczek;2;1
roland-garros;2nd Round Qualifying;Simone Bolelli;Maximilian Marterer;2;1
roland-garros;2nd Round Qualifying;Alexander Bublik;Peter Polansky;2;1
roland-garros;2nd Round Qualifying;Oscar Otte;Laslo Djere;2;1
roland-garros;2nd Round Qualifying;Arthur De Greef;Maximo Gonzalez;2;1
roland-garros;2nd Round Qualifying;Peter Gojowczyk;Joris De Loore;2;0
roland-garros;2nd Round Qualifying;Bjorn Fratangelo;Bradley Klahn;2;0
roland-garros;2nd Round Qualifying;Teymuraz Gabashvili;Mackenzie McDonald;2;1
roland-garros;2nd Round Qualifying;Nicolas Jarry;Dmitry Popko;2;0
roland-garros;2nd Round Qualifying;Denis Kudla;Ricardo Ojeda Lara;2;0
roland-garros;2nd Round Qualifying;Daniel Masur;Filip Krajinovic;2;0
roland-garros;2nd Round Qualifying;Stefano Napolitano;Marton Fucsovics;2;1
roland-garros;2nd Round Qualifying;Reilly Opelka;Leonardo Mayer;2;1
roland-garros;2nd Round Qualifying;Roberto Quiroz;Dennis Novikov;2;0
roland-garros;2nd Round Qualifying;Jan Satral;Elias Ymer;2;1
roland-garros;2nd Round Qualifying;Pedro Sousa;Steven Diez;2;0
roland-garros;2nd Round Qualifying;Marco Trungelliti;Tobias Kamke;2;0
roland-garros;2nd Round Qualifying;Stefanos Tsitsipas;Gleb Sakharov;2;0
roland-garros;1st Round Qualifying;Marius Copil;Denis Shapovalov;2;1
roland-garros;1st Round Qualifying;Daniel Masur;Adam Pavlasek;2;1
roland-garros;1st Round Qualifying;Nicolas Jarry;Facundo Bagnis;1;0
roland-garros;1st Round Qualifying;Taro Daniel;Hiroki Moriya;2;0
roland-garros;1st Round Qualifying;Norbert Gombos;Jason Jung;2;0
roland-garros;1st Round Qualifying;Stefanos Tsitsipas;Thomas Fabbiano;2;1
roland-garros;1st Round Qualifying;Dennis Novikov;Henri Laaksonen;2;0
roland-garros;1st Round Qualifying;Marco Cecchinato;Riccardo Bellotti;2;0
roland-garros;1st Round Qualifying;Santiago Giraldo;Grega Zemlja;2;0
roland-garros;1st Round Qualifying;Alessandro Giannessi;Calvin Hemery;2;0
roland-garros;1st Round Qualifying;Steven Diez;Lukas Lacko;2;0
roland-garros;1st Round Qualifying;Elias Ymer;Andrej Martin;2;1
roland-garros;1st Round Qualifying;Guido Pella;Ramkumar Ramanathan;2;0
roland-garros;1st Round Qualifying;Marton Fucsovics;Darian King;2;0
roland-garros;1st Round Qualifying;Gerald Melzer;Constant Lestienne;2;0
roland-garros;1st Round Qualifying;Paul-Henri Mathieu;Tatsuma Ito;2;1
roland-garros;1st Round Qualifying;Blaz Kavcic;Tristan Lamasine;2;1
roland-garros;1st Round Qualifying;Andrey Rublev;Agustin Velotti;2;0
roland-garros;1st Round Qualifying;Casper Ruud;Yannik Reuter;2;0
roland-garros;1st Round Qualifying;Luca Vanni;Marco Chiudinelli;2;0
roland-garros;1st Round Qualifying;Sergiy Stakhovsky;Kenny De Schepper;2;1
roland-garros;1st Round Qualifying;Guido Andreozzi;Daniel Brands;2;0
roland-garros;1st Round Qualifying;Marco Trungelliti;Ruben Bemelmans;2;1
roland-garros;1st Round Qualifying;Maximilian Marterer;Brydan Klein;2;0
roland-garros;1st Round Qualifying;Peter Polansky;Yuki Bhambri;2;0
roland-garros;1st Round Qualifying;Ricardo Ojeda Lara;Duckhee Lee;2;0
roland-garros;1st Round Qualifying;Teymuraz Gabashvili;Roberto Carballes Baena;2;1
roland-garros;1st Round Qualifying;Laslo Djere;Benjamin Becker;2;1
roland-garros;1st Round Qualifying;Arthur De Greef;Enrique Lopez-Perez;2;0
roland-garros;1st Round Qualifying;Leonardo Mayer;Joao Souza;2;0
roland-garros;1st Round Qualifying;Peter Gojowczyk;Stefano Travaglia;2;1
roland-garros;1st Round Qualifying;Bjorn Fratangelo;Matthew Ebden;2;0
roland-garros;1st Round Qualifying;Mirza Basic;Blaz Rola;2;0
roland-garros;1st Round Qualifying;Simone Bolelli;Christian Garin;2;1
roland-garros;1st Round Qualifying;Alexander Bublik;Mohamed Safwat;2;1
roland-garros;1st Round Qualifying;Salvatore Caruso;Inigo Cervantes;2;0
roland-garros;1st Round Qualifying;Joris De Loore;Ti Chen;2;0
roland-garros;1st Round Qualifying;Matteo Donati;Jonathan Eysseric;2;0
roland-garros;1st Round Qualifying;Maximo Gonzalez;Marcelo Arevalo;2;0
roland-garros;1st Round Qualifying;Alejandro Gonzalez;Kristijan Mesaros;2;1
roland-garros;1st Round Qualifying;Maxime Hamou;Adrian Menendez-Maceiras;2;0
roland-garros;1st Round Qualifying;Uladzimir Ignatik;Di Wu;2;0
roland-garros;1st Round Qualifying;Ilya Ivashka;Kimmer Coppejans;2;0
roland-garros;1st Round Qualifying;Maxime Janvier;Geoffrey Blancaneaux;2;0
roland-garros;1st Round Qualifying;Tobias Kamke;Rajeev Ram;2;1
roland-garros;1st Round Qualifying;Bradley Klahn;John-Patrick Smith;2;0
roland-garros;1st Round Qualifying;Jozef Kovalik;Igor Sijsling;1;0
roland-garros;1st Round Qualifying;Stefan Kozlov;Corentin Moutet;2;1
roland-garros;1st Round Qualifying;Filip Krajinovic;Sam Groth;2;1
roland-garros;1st Round Qualifying;Denis Kudla;Vaclav Safranek;2;0
roland-garros;1st Round Qualifying;Mackenzie McDonald;Akira Santillan;2;0
roland-garros;1st Round Qualifying;Vincent Millot;Miljan Zekic;2;0
roland-garros;1st Round Qualifying;Stefano Napolitano;Lorenzo Giustino;2;0
roland-garros;1st Round Qualifying;Reilly Opelka;Daniel Munoz de la Nava;2;1
roland-garros;1st Round Qualifying;Oscar Otte;Mitchell Krueger;2;0
roland-garros;1st Round Qualifying;Matija Pecotic;Gregoire Barrere;2;1
roland-garros;1st Round Qualifying;Marc Polmans;Michael Mmoh;2;1
roland-garros;1st Round Qualifying;Dmitry Popko;Ruben Ramirez Hidalgo;2;0
roland-garros;1st Round Qualifying;Roberto Quiroz;Aldin Setkic;2;1
roland-garros;1st Round Qualifying;Gleb Sakharov;Federico Gaio;2;1
roland-garros;1st Round Qualifying;Jan Satral;Lukas Rosol;2;1
roland-garros;1st Round Qualifying;Tim Smyczek;James McGee;2;0
roland-garros;1st Round Qualifying;Pedro Sousa;Andrew Whittington;2;0
roland-garros;1st Round Qualifying;Yasutaka Uchiyama;Daniel Gimeno-Traver;2;0
london;Finals;Feliciano Lopez;Marin Cilic;2;1
london;Semi-Finals;Marin Cilic;Gilles Muller;2;1
london;Semi-Finals;Feliciano Lopez;Grigor Dimitrov;2;1
london;Quarter-Finals;Marin Cilic;Donald Young;2;0
london;Quarter-Finals;Grigor Dimitrov;Daniil Medvedev;2;1
london;Quarter-Finals;Feliciano Lopez;Tomas Berdych;2;1
london;Quarter-Finals;Gilles Muller;Sam Querrey;2;0
london;Round of 16;Marin Cilic;Stefan Kozlov;2;0
london;Round of 16;Gilles Muller;Jo-Wilfried Tsonga;2;0
london;Round of 16;Grigor Dimitrov;Julien Benneteau;2;1
london;Round of 16;Tomas Berdych;Denis Shapovalov;2;1
london;Round of 16;Feliciano Lopez;Jeremy Chardy;2;0
london;Round of 16;Daniil Medvedev;Thanasi Kokkinakis;2;0
london;Round of 16;Sam Querrey;Jordan Thompson;2;1
london;Round of 16;Donald Young;Viktor Troicki;2;0
london;Round of 32;Jordan Thompson;Andy Murray;2;0
london;Round of 32;Feliciano Lopez;Stan Wawrinka;2;0
london;Round of 32;Thanasi Kokkinakis;Milos Raonic;2;0
london;Round of 32;Marin Cilic;John Isner;2;0
london;Round of 32;Jo-Wilfried Tsonga;Adrian Mannarino;2;0
london;Round of 32;Grigor Dimitrov;Ryan Harrison;2;0
london;Round of 32;Tomas Berdych;Steve Darcis;2;0
london;Round of 32;Donald Young;Nick Kyrgios;1;0
london;Round of 32;Julien Benneteau;James Ward;2;0
london;Round of 32;Jeremy Chardy;Liam Broady;2;0
london;Round of 32;Stefan Kozlov;Steve Johnson;2;1
london;Round of 32;Daniil Medvedev;Nicolas Mahut;2;1
london;Round of 32;Gilles Muller;Nikoloz Basilashvili;2;1
london;Round of 32;Sam Querrey;Cameron Norrie;2;0
london;Round of 32;Denis Shapovalov;Kyle Edmund;2;1
london;Round of 32;Viktor Troicki;Janko Tipsarevic;2;1
london;2nd Round Qualifying;Stefan Kozlov;Pierre-Hugues Herbert;2;0
london;2nd Round Qualifying;Jeremy Chardy;Jordan Thompson;2;1
london;2nd Round Qualifying;Julien Benneteau;Tobias Kamke;2;0
london;2nd Round Qualifying;Denis Shapovalov;Liam Broady;2;0
london;1st Round Qualifying;Liam Broady;Frances Tiafoe;2;1
london;1st Round Qualifying;Tobias Kamke;Jared Donaldson;2;0
london;1st Round Qualifying;Pierre-Hugues Herbert;Stefano Napolitano;2;0
london;1st Round Qualifying;Jeremy Chardy;Edward Corrie;2;1
london;1st Round Qualifying;Jordan Thompson;Denis Kudla;2;1
london;1st Round Qualifying;Julien Benneteau;Akira Santillan;2;0
london;1st Round Qualifying;Denis Shapovalov;Reilly Opelka;2;1
london;1st Round Qualifying;Stefan Kozlov;Kenny De Schepper;2;1
wimbledon;Finals;Roger Federer;Marin Cilic;3;0
wimbledon;Semi-Finals;Roger Federer;Tomas Berdych;3;0
wimbledon;Semi-Finals;Marin Cilic;Sam Querrey;3;1
wimbledon;Quarter-Finals;Sam Querrey;Andy Murray;3;2
wimbledon;Quarter-Finals;Tomas Berdych;Novak Djokovic;2;0
wimbledon;Quarter-Finals;Roger Federer;Milos Raonic;3;0
wimbledon;Quarter-Finals;Marin Cilic;Gilles Muller;3;2
wimbledon;Round of 16;Andy Murray;Benoit Paire;3;0
wimbledon;Round of 16;Novak Djokovic;Adrian Mannarino;3;0
wimbledon;Round of 16;Roger Federer;Grigor Dimitrov;3;0
wimbledon;Round of 16;Gilles Muller;Rafael Nadal;2;2
wimbledon;Round of 16;Milos Raonic;Alexander Zverev;3;2
wimbledon;Round of 16;Marin Cilic;Roberto Bautista Agut;3;0
wimbledon;Round of 16;Tomas Berdych;Dominic Thiem;3;2
wimbledon;Round of 16;Sam Querrey;Kevin Anderson;3;2
wimbledon;Round of 32;Andy Murray;Fabio Fognini;3;1
wimbledon;Round of 32;Novak Djokovic;Ernests Gulbis;3;0
wimbledon;Round of 32;Roger Federer;Mischa Zverev;3;0
wimbledon;Round of 32;Rafael Nadal;Karen Khachanov;3;0
wimbledon;Round of 32;Milos Raonic;Albert Ramos-Vinolas;3;0
wimbledon;Round of 32;Marin Cilic;Steve Johnson;3;0
wimbledon;Round of 32;Dominic Thiem;Jared Donaldson;3;0
wimbledon;Round of 32;Roberto Bautista Agut;Kei Nishikori;3;1
wimbledon;Round of 32;Alexander Zverev;Sebastian Ofner;3;0
wimbledon;Round of 32;Tomas Berdych;David Ferrer;3;0
wimbledon;Round of 32;Sam Querrey;Jo-Wilfried Tsonga;3;2
wimbledon;Round of 32;Grigor Dimitrov;Dudi Sela;2;0
wimbledon;Round of 32;Adrian Mannarino;Gael Monfils;3;2
