tourney;round;winner;loser;winnersets;losersets
us-open;Round of 64;Sam Querrey;Dudi Sela;3;0
us-open;Round of 64;Gael Monfils;Donald Young;3;2
us-open;Round of 64;Paolo Lorenzi;Gilles Muller;3;1
us-open;Round of 64;Nicolas Mahut;Albert Ramos-Vinolas;3;2
us-open;Round of 64;Mischa Zverev;Benoit Paire;3;2
us-open;Round of 64;Juan Martin del Potro;Adrian Menendez-Maceiras;3;0
us-open;Round of 64;Kevin Anderson;Ernests Gulbis;3;0
us-open;Round of 64;Diego Schwartzman;Janko Tipsarevic;3;0
us-open;Round of 64;Adrian Mannarino;Bjorn Fratangelo;3;1
us-open;Round of 64;Feliciano Lopez;Fernando Verdasco;3;1
us-open;Round of 64;Philipp Kohlschreiber;Santiago Giraldo;3;0
us-open;Round of 64;Radu Albot;Yen-Hsun Lu;3;2
us-open;Round of 64;Damir Dzumhur;Cedrik-Marcel Stebe;3;1
us-open;Round of 64;Kyle Edmund;Steve Johnson;3;0
us-open;Round of 64;Thomas Fabbiano;Jordan Thompson;3;2
us-open;Round of 64;Mikhail Kukushkin;Evgeny Donskoy;3;0
us-open;Round of 64;Leonardo Mayer;Yuichi Sugita;3;1
us-open;Round of 64;John Millman;Malek Jaziri;3;0
us-open;Round of 64;Viktor Troicki;Stefano Travaglia;3;0
us-open;Round of 128;Rafael Nadal;Dusan Lajovic;3;0
us-open;Round of 128;Roger Federer;Frances Tiafoe;3;2
us-open;Round of 128;Alexander Zverev;Darian King;3;0
us-open;Round of 128;Marin Cilic;Tennys Sandgren;3;1
us-open;Round of 128;Dominic Thiem;Alex de Minaur;3;0
us-open;Round of 128;Grigor Dimitrov;Vaclav Safranek;3;0
us-open;Round of 128;Jo-Wilfried Tsonga;Marius Copil;3;0
us-open;Round of 128;David Goffin;Julien Benneteau;3;1
us-open;Round of 128;John Isner;Pierre-Hugues Herbert;3;1
us-open;Round of 128;Roberto Bautista Agut;Andreas Seppi;3;1
us-open;Round of 128;Pablo Carreno Busta;Evan King;3;0
us-open;Round of 128;Jordan Thompson;Jack Sock;3;2
us-open;Round of 128;John Millman;Nick Kyrgios;3;1
us-open;Round of 128;Tomas Berdych;Ryan Harrison;3;0
us-open;Round of 128;Lucas Pouille;Ruben Bemelmans;3;0
us-open;Round of 128;Sam Querrey;Gilles Simon;3;0
us-open;Round of 128;Gael Monfils;Jeremy Chardy;3;0
us-open;Round of 128;Gilles Muller;Bernard Tomic;3;1
us-open;Round of 128;Albert Ramos-Vinolas;Denis Istomin;3;2
us-open;Round of 128;Mikhail Kukushkin;David Ferrer;3;1
us-open;Round of 128;Stefano Travaglia;Fabio Fognini;3;1
us-open;Round of 128;Mischa Zverev;Thai-Son Kwiatkowski;3;2
us-open;Round of 128;Juan Martin del Potro;Henri Laaksonen;3;0
us-open;Round of 128;Yen-Hsun Lu;Karen Khachanov;3;1
us-open;Round of 128;Leonardo Mayer;Richard Gasquet;3;1
us-open;Round of 128;Damir Dzumhur;Pablo Cuevas;3;0
us-open;Round of 128;Kevin Anderson;JC Aragone;3;0
us-open;Round of 128;Diego Schwartzman;Carlos Berlocq;3;0
us-open;Round of 128;Adrian Mannarino;Ricardas Berankis;3;0
us-open;Round of 128;Feliciano Lopez;Andrey Kuznetsov;3;1
us-open;Round of 128;Kyle Edmund;Robin Haase;3;0
us-open;Round of 128;Philipp Kohlschreiber;Tim Smyczek;3;0
us-open;Round of 128;Radu Albot;Ernesto Escobedo;3;1
us-open;Round of 128;Dustin Brown;Thomaz Bellucci;3;0
us-open;Round of 128;Hyeon Chung;Horacio Zeballos;3;1
us-open;Round of 128;Borna Coric;Jiri Vesely;3;0
us-open;Round of 128;Taro Daniel;Tommy Paul;3;2
us-open;Round of 128;Alexandr Dolgopolov;Jan-Lennard Struff;3;2
us-open;Round of 128;Jared Donaldson;Nikoloz Basilashvili;3;1
us-open;Round of 128;Evgeny Donskoy;Andreas Haider-Maurer;2;0
us-open;Round of 128;Thomas Fabbiano;John-Patrick Smith;3;1
us-open;Round of 128;Bjorn Fratangelo;Ivo Karlovic;3;1
us-open;Round of 128;Taylor Fritz;Marcos Baghdatis;3;0
us-open;Round of 128;Santiago Giraldo;Vincent Millot;3;2
us-open;Round of 128;Ernests Gulbis;Alessandro Giannessi;3;1
us-open;Round of 128;Malek Jaziri;Thiago Monteiro;3;2
us-open;Round of 128;Steve Johnson;Nicolas Almagro;3;0
us-open;Round of 128;Paolo Lorenzi;Joao Sousa;3;1
us-open;Round of 128;Nicolas Mahut;Marton Fucsovics;3;2
us-open;Round of 128;Florian Mayer;Rogerio Dutra Silva;3;1
us-open;Round of 128;Adrian Menendez-Maceiras;Patrick Kypson;3;0
us-open;Round of 128;Cameron Norrie;Dmitry Tursunov;2;0
us-open;Round of 128;Benoit Paire;Lukas Lacko;3;0
us-open;Round of 128;Guido Pella;Steve Darcis;3;0
us-open;Round of 128;Andrey Rublev;Aljaz Bedene;3;0
us-open;Round of 128;Dudi Sela;Christopher Eubanks;3;0
us-open;Round of 128;Denis Shapovalov;Daniil Medvedev;3;0
us-open;Round of 128;Cedrik-Marcel Stebe;Nicolas Kicker;3;1
us-open;Round of 128;Yuichi Sugita;Geoffrey Blancaneaux;3;0
us-open;Round of 128;Janko Tipsarevic;Thanasi Kokkinakis;3;2
us-open;Round of 128;Viktor Troicki;Norbert Gombos;3;2
us-open;Round of 128;Fernando Verdasco;Vasek Pospisil;1;0
us-open;Round of 128;Donald Young;Maximilian Marterer;3;1
us-open;Round of 128;Mikhail Youzhny;Blaz Kavcic;3;1
beijing;Finals;Rafael Nadal;Nick Kyrgios;2;0
beijing;Semi-Finals;Rafael Nadal;Grigor Dimitrov;2;1
beijing;Semi-Finals;Nick Kyrgios;Alexander Zverev;2;0
beijing;Quarter-Finals;Rafael Nadal;John Isner;2;0
beijing;Quarter-Finals;Alexander Zverev;Andrey Rublev;2;0
beijing;Quarter-Finals;Grigor Dimitrov;Roberto Bautista Agut;2;1
beijing;Quarter-Finals;Nick Kyrgios;Steve Darcis;2;0
beijing;Round of 16;Rafael Nadal;Karen Khachanov;2;0
beijing;Round of 16;Alexander Zverev;Fabio Fognini;2;0
beijing;Round of 16;Grigor Dimitrov;Juan Martin del Potro;2;0
beijing;Round of 16;Roberto Bautista Agut;Aljaz Bedene;2;0
beijing;Round of 16;John Isner;Leonardo Mayer;2;0
beijing;Round of 16;Andrey Rublev;Tomas Berdych;2;1
beijing;Round of 16;Nick Kyrgios;Mischa Zverev;2;1
beijing;Round of 16;Steve Darcis;Dusan Lajovic;2;0
beijing;Round of 32;Rafael Nadal;Lucas Pouille;2;1
beijing;Round of 32;Alexander Zverev;Kyle Edmund;2;0
beijing;Round of 32;Grigor Dimitrov;Damir Dzumhur;2;1
beijing;Round of 32;Steve Darcis;Pablo Carreno Busta;2;0
beijing;Round of 32;Roberto Bautista Agut;Ze Zhang;2;0
beijing;Round of 32;John Isner;Malek Jaziri;2;0
beijing;Round of 32;Tomas Berdych;Jared Donaldson;2;1
beijing;Round of 32;Nick Kyrgios;Nikoloz Basilashvili;2;0
beijing;Round of 32;Aljaz Bedene;Marcel Granollers;2;0
beijing;Round of 32;Juan Martin del Potro;Pablo Cuevas;2;0
beijing;Round of 32;Fabio Fognini;Robin Haase;2;0
beijing;Round of 32;Karen Khachanov;Di Wu;2;0
beijing;Round of 32;Dusan Lajovic;Fernando Verdasco;2;1
beijing;Round of 32;Leonardo Mayer;Paolo Lorenzi;2;1
beijing;Round of 32;Andrey Rublev;Jack Sock;2;1
beijing;Round of 32;Mischa Zverev;Jan-Lennard Struff;2;1
beijing;2nd Round Qualifying;Marcel Granollers;Borna Coric;2;0
beijing;2nd Round Qualifying;Dusan Lajovic;Rogerio Dutra Silva;2;1
beijing;2nd Round Qualifying;Steve Darcis;Peter Polansky;2;1
beijing;2nd Round Qualifying;Malek Jaziri;Sergiy Stakhovsky;2;0
beijing;1st Round Qualifying;Borna Coric;Marcos Giron;2;0
beijing;1st Round Qualifying;Rogerio Dutra Silva;Rigele Te;2;0
beijing;1st Round Qualifying;Steve Darcis;Fajing Sun;2;0
beijing;1st Round Qualifying;Malek Jaziri;Zhizhen Zhang;2;0
beijing;1st Round Qualifying;Dusan Lajovic;Alessandro Giannessi;2;1
beijing;1st Round Qualifying;Marcel Granollers;Jeremy Chardy;2;0
beijing;1st Round Qualifying;Sergiy Stakhovsky;Thiago Monteiro;2;1
beijing;1st Round Qualifying;Peter Polansky;Ivan Dodig;1;1
tokyo;Finals;David Goffin;Adrian Mannarino;2;0
tokyo;Semi-Finals;Adrian Mannarino;Marin Cilic;2;1
tokyo;Semi-Finals;David Goffin;Diego Schwartzman;2;0
tokyo;Quarter-Finals;Marin Cilic;Ryan Harrison;2;0
tokyo;Quarter-Finals;David Goffin;Richard Gasquet;2;0
tokyo;Quarter-Finals;Diego Schwartzman;Steve Johnson;2;0
tokyo;Quarter-Finals;Adrian Mannarino;Yuichi Sugita;2;0
tokyo;Round of 16;Marin Cilic;Yasutaka Uchiyama;2;0
tokyo;Round of 16;Yuichi Sugita;Milos Raonic;1;0
tokyo;Round of 16;David Goffin;Matthew Ebden;2;1
tokyo;Round of 16;Ryan Harrison;Kevin Anderson;2;1
tokyo;Round of 16;Diego Schwartzman;Bernard Tomic;2;0
tokyo;Round of 16;Richard Gasquet;Yen-Hsun Lu;2;0
tokyo;Round of 16;Steve Johnson;Alexandr Dolgopolov;2;0
tokyo;Round of 16;Adrian Mannarino;Jiri Vesely;2;0
tokyo;Round of 32;Marin Cilic;Stefanos Tsitsipas;2;0
tokyo;Round of 32;Steve Johnson;Dominic Thiem;2;1
tokyo;Round of 32;Milos Raonic;Viktor Troicki;2;0
tokyo;Round of 32;David Goffin;Feliciano Lopez;2;0
tokyo;Round of 32;Kevin Anderson;Gilles Simon;2;0
tokyo;Round of 32;Richard Gasquet;Sam Querrey;2;0
tokyo;Round of 32;Jiri Vesely;Albert Ramos-Vinolas;2;1
tokyo;Round of 32;Diego Schwartzman;Donald Young;2;0
tokyo;Round of 32;Alexandr Dolgopolov;Daniil Medvedev;2;0
tokyo;Round of 32;Matthew Ebden;Ivo Karlovic;2;0
tokyo;Round of 32;Ryan Harrison;Yusuke Takahashi;2;1
tokyo;Round of 32;Yen-Hsun Lu;Taro Daniel;2;0
tokyo;Round of 32;Adrian Mannarino;Go Soeda;2;0
tokyo;Round of 32;Yuichi Sugita;Benoit Paire;1;0
tokyo;Round of 32;Bernard Tomic;Joao Sousa;2;1
tokyo;Round of 32;Yasutaka Uchiyama;Franko Skugor;2;1
tokyo;2nd Round Qualifying;Stefanos Tsitsipas;Frances Tiafoe;2;0
tokyo;2nd Round Qualifying;Yusuke Takahashi;Vasek Pospisil;2;0
tokyo;2nd Round Qualifying;Franko Skugor;Radu Albot;2;1
tokyo;2nd Round Qualifying;Matthew Ebden;Yannick Hanfmann;2;0
tokyo;1st Round Qualifying;Frances Tiafoe;Kaito Uesugi;2;0
tokyo;1st Round Qualifying;Vasek Pospisil;Yosuke Watanuki;2;0
tokyo;1st Round Qualifying;Matthew Ebden;Nicolas Kicker;2;0
tokyo;1st Round Qualifying;Radu Albot;Reilly Opelka;2;1
tokyo;1st Round Qualifying;Franko Skugor;Nicolas Jarry;2;0
tokyo;1st Round Qualifying;Stefanos Tsitsipas;Tatsuma Ito;2;1
tokyo;1st Round Qualifying;Yusuke Takahashi;Adrian Menendez-Maceiras;2;0
tokyo;1st Round Qualifying;Yannick Hanfmann;Sho Shimabukuro;2;0
shanghai;Finals;Roger Federer;Rafael Nadal;2;0
shanghai;Semi-Finals;Rafael Nadal;Marin Cilic;2;0
shanghai;Semi-Finals;Roger Federer;Juan Martin del Potro;2;1
shanghai;Quarter-Finals;Rafael Nadal;Grigor Dimitrov;2;1
shanghai;Quarter-Finals;Roger Federer;Richard Gasquet;2;0
shanghai;Quarter-Finals;Marin Cilic;Albert Ramos-Vinolas;2;0
shanghai;Quarter-Finals;Juan Martin del Potro;Viktor Troicki;2;1
shanghai;Round of 16;Rafael Nadal;Fabio Fognini;2;0
shanghai;Round of 16;Roger Federer;Alexandr Dolgopolov;2;0
shanghai;Round of 16;Juan Martin del Potro;Alexander Zverev;2;1
shanghai;Round of 16;Marin Cilic;Steve Johnson;2;0
shanghai;Round of 16;Grigor Dimitrov;Sam Querrey;2;0
shanghai;Round of 16;Viktor Troicki;John Isner;2;0
shanghai;Round of 16;Richard Gasquet;Gilles Simon;2;1
shanghai;Round of 16;Albert Ramos-Vinolas;Jan-Lennard Struff;2;0
shanghai;Round of 32;Rafael Nadal;Jared Donaldson;2;0
shanghai;Round of 32;Roger Federer;Diego Schwartzman;2;0
shanghai;Round of 32;Alexander Zverev;Aljaz Bedene;1;0
shanghai;Round of 32;Marin Cilic;Kyle Edmund;2;0
shanghai;Round of 32;Viktor Troicki;Dominic Thiem;2;1
shanghai;Round of 32;Grigor Dimitrov;Ryan Harrison;2;1
shanghai;Round of 32;Albert Ramos-Vinolas;Pablo Carreno Busta;2;0
shanghai;Round of 32;Gilles Simon;David Goffin;2;0
shanghai;Round of 32;Sam Querrey;Frances Tiafoe;2;0
shanghai;Round of 32;Jan-Lennard Struff;Kevin Anderson;2;0
shanghai;Round of 32;John Isner;Stefanos Tsitsipas;2;0
shanghai;Round of 32;Fabio Fognini;Lucas Pouille;2;0
shanghai;Round of 32;Juan Martin del Potro;Andrey Rublev;2;0
shanghai;Round of 32;Alexandr Dolgopolov;Feliciano Lopez;2;1
shanghai;Round of 32;Richard Gasquet;Hyeon Chung;2;1
shanghai;Round of 32;Steve Johnson;Di Wu;2;0
shanghai;Round of 64;Hyeon Chung;Roberto Bautista Agut;2;0
shanghai;Round of 64;Sam Querrey;Yuichi Sugita;2;0
shanghai;Round of 64;Kevin Anderson;Adrian Mannarino;2;0
shanghai;Round of 64;John Isner;Dusan Lajovic;2;1
shanghai;Round of 64;Steve Johnson;Nick Kyrgios;1;0
shanghai;Round of 64;Alexandr Dolgopolov;Jack Sock;2;1
shanghai;Round of 64;Lucas Pouille;Daniil Medvedev;2;0
shanghai;Round of 64;Juan Martin del Potro;Nikoloz Basilashvili;2;1
shanghai;Round of 64;Aljaz Bedene;Paolo Lorenzi;2;0
shanghai;Round of 64;Jared Donaldson;Pablo Cuevas;2;1
shanghai;Round of 64;Kyle Edmund;Jiri Vesely;2;0
shanghai;Round of 64;Fabio Fognini;Fernando Verdasco;2;1
shanghai;Round of 64;Richard Gasquet;Robin Haase;2;1
shanghai;Round of 64;Ryan Harrison;Ze Zhang;2;0
shanghai;Round of 64;Feliciano Lopez;Ivo Karlovic;2;0
shanghai;Round of 64;Albert Ramos-Vinolas;Joao Sousa;2;1
shanghai;Round of 64;Andrey Rublev;Damir Dzumhur;2;1
shanghai;Round of 64;Diego Schwartzman;Jordan Thompson;2;0
shanghai;Round of 64;Gilles Simon;Yibing Wu;2;0
shanghai;Round of 64;Jan-Lennard Struff;Mischa Zverev;1;1
shanghai;Round of 64;Frances Tiafoe;Benoit Paire;2;0
shanghai;Round of 64;Viktor Troicki;Denis Shapovalov;2;1
shanghai;Round of 64;Stefanos Tsitsipas;Karen Khachanov;2;0
shanghai;Round of 64;Di Wu;Jeremy Chardy;2;0
shanghai;2nd Round Qualifying;Alexandr Dolgopolov;Malek Jaziri;2;0
shanghai;2nd Round Qualifying;Frances Tiafoe;Leonardo Mayer;2;1
shanghai;2nd Round Qualifying;Dusan Lajovic;Donald Young;2;0
shanghai;2nd Round Qualifying;Nikoloz Basilashvili;Vasek Pospisil;2;1
shanghai;2nd Round Qualifying;Stefanos Tsitsipas;Yen-Hsun Lu;2;1
shanghai;2nd Round Qualifying;Jordan Thompson;Henri Laaksonen;2;0
shanghai;2nd Round Qualifying;Jeremy Chardy;Radu Albot;2;0
shanghai;1st Round Qualifying;Alexandr Dolgopolov;Nicolas Jarry;2;0
shanghai;1st Round Qualifying;Leonardo Mayer;Sergiy Stakhovsky;2;1
shanghai;1st Round Qualifying;Henri Laaksonen;Borna Coric;2;0
shanghai;1st Round Qualifying;Donald Young;Peter Polansky;2;0
shanghai;1st Round Qualifying;Nikoloz Basilashvili;Fajing Sun;2;0
shanghai;1st Round Qualifying;Yen-Hsun Lu;Rigele Te;2;0
shanghai;1st Round Qualifying;Radu Albot;Florian Mayer;2;0
shanghai;1st Round Qualifying;Stefanos Tsitsipas;Peter Gojowczyk;2;0
shanghai;1st Round Qualifying;Jordan Thompson;Yan Bai;2;0
shanghai;1st Round Qualifying;Frances Tiafoe;Zhizhen Zhang;2;0
shanghai;1st Round Qualifying;Dusan Lajovic;Taro Daniel;2;1
shanghai;1st Round Qualifying;Jeremy Chardy;Thiago Monteiro;2;1
shanghai;1st Round Qualifying;Vasek Pospisil;Taylor Fritz;2;0
shanghai;1st Round Qualifying;Malek Jaziri;Mikhail Youzhny;2;0
stockholm;Finals;Juan Martin del Potro;Grigor Dimitrov;2;0
stockholm;Semi-Finals;Grigor Dimitrov;Fabio Fognini;2;0
stockholm;Semi-Finals;Juan Martin del Potro;Fernando Verdasco;2;1
stockholm;Quarter-Finals;Grigor Dimitrov;Mischa Zverev;2;0
stockholm;Quarter-Finals;Fernando Verdasco;Kevin Anderson;2;0
stockholm;Quarter-Finals;Fabio Fognini;Jack Sock;2;1
stockholm;Quarter-Finals;Juan Martin del Potro;Yuichi Sugita;2;0
stockholm;Round of 16;Grigor Dimitrov;Jerzy Janowicz;2;0
stockholm;Round of 16;Kevin Anderson;Hyeon Chung;2;0
stockholm;Round of 16;Jack Sock;Jeremy Chardy;2;0
stockholm;Round of 16;Juan Martin del Potro;Jan-Lennard Struff;2;0
stockholm;Round of 16;Mischa Zverev;Viktor Troicki;2;0
stockholm;Round of 16;Fabio Fognini;Elias Ymer;2;1
stockholm;Round of 16;Yuichi Sugita;Marcos Baghdatis;2;1
stockholm;Round of 16;Fernando Verdasco;Jurgen Zopp;2;0
stockholm;Round of 32;Mischa Zverev;Mikael Ymer;2;1
stockholm;Round of 32;Fabio Fognini;Malek Jaziri;2;0
stockholm;Round of 32;Yuichi Sugita;Denis Istomin;2;1
stockholm;Round of 32;Fernando Verdasco;Robin Haase;2;0
stockholm;Round of 32;Marcos Baghdatis;Norbert Gombos;2;0
stockholm;Round of 32;Jeremy Chardy;Alessandro Giannessi;2;0
stockholm;Round of 32;Hyeon Chung;Marton Fucsovics;2;0
stockholm;Round of 32;Jerzy Janowicz;Pierre-Hugues Herbert;2;1
stockholm;Round of 32;Jan-Lennard Struff;Marius Copil;2;1
stockholm;Round of 32;Viktor Troicki;Simone Bolelli;2;0
stockholm;Round of 32;Elias Ymer;Leonardo Mayer;2;1
stockholm;Round of 32;Jurgen Zopp;Lukas Lacko;2;1
stockholm;2nd Round Qualifying;Marton Fucsovics;Tim Smyczek;2;0
stockholm;2nd Round Qualifying;Lukas Lacko;Zdenek Kolar;2;1
stockholm;2nd Round Qualifying;Jerzy Janowicz;Jurgen Zopp;2;1
stockholm;2nd Round Qualifying;Simone Bolelli;Illya Marchenko;2;1
stockholm;1st Round Qualifying;Marton Fucsovics;Karl Friberg;2;0
stockholm;1st Round Qualifying;Lukas Lacko;Viktor Galovic;2;0
stockholm;1st Round Qualifying;Simone Bolelli;Casper Ruud;2;0
stockholm;1st Round Qualifying;Jerzy Janowicz;Andrea Arnaboldi;2;1
stockholm;1st Round Qualifying;Illya Marchenko;Stefano Napolitano;2;0
stockholm;1st Round Qualifying;Zdenek Kolar;Marco Trungelliti;2;1
stockholm;1st Round Qualifying;Jurgen Zopp;Fred Simonsson;2;0
stockholm;1st Round Qualifying;Tim Smyczek;Stephane Robert;2;1
vienna;Finals;Lucas Pouille;Jo-Wilfried Tsonga;2;0
vienna;Semi-Finals;Jo-Wilfried Tsonga;Philipp Kohlschreiber;2;0
vienna;Semi-Finals;Lucas Pouille;Kyle Edmund;2;1
vienna;Quarter-Finals;Jo-Wilfried Tsonga;Alexander Zverev;2;0
vienna;Quarter-Finals;Kyle Edmund;Jan-Lennard Struff;2;0
vienna;Quarter-Finals;Philipp Kohlschreiber;Diego Schwartzman;2;0
vienna;Quarter-Finals;Lucas Pouille;Richard Gasquet;2;0
vienna;Round of 16;Alexander Zverev;Gilles Simon;2;0
vienna;Round of 16;Richard Gasquet;Dominic Thiem;2;1
vienna;Round of 16;Diego Schwartzman;Pablo Carreno Busta;2;1
vienna;Round of 16;Jo-Wilfried Tsonga;Damir Dzumhur;2;1
vienna;Round of 16;Kyle Edmund;Dennis Novak;2;1
vienna;Round of 16;Philipp Kohlschreiber;Pierre-Hugues Herbert;2;0
vienna;Round of 16;Lucas Pouille;Guillermo Garcia-Lopez;2;0
vienna;Round of 16;Jan-Lennard Struff;Albert Ramos-Vinolas;2;1
vienna;Round of 32;Alexander Zverev;Viktor Troicki;2;1
vienna;Round of 32;Dominic Thiem;Andrey Rublev;2;0
vienna;Round of 32;Pablo Carreno Busta;Guido Pella;2;0
vienna;Round of 32;Philipp Kohlschreiber;John Isner;2;0
vienna;Round of 32;Albert Ramos-Vinolas;Sam Querrey;2;1
vienna;Round of 32;Guillermo Garcia-Lopez;Kevin Anderson;2;0
vienna;Round of 32;Jo-Wilfried Tsonga;Karen Khachanov;2;1
vienna;Round of 32;Damir Dzumhur;Ricardas Berankis;2;0
vienna;Round of 32;Kyle Edmund;David Ferrer;2;0
vienna;Round of 32;Richard Gasquet;Feliciano Lopez;2;0
vienna;Round of 32;Pierre-Hugues Herbert;Bernard Tomic;2;0
vienna;Round of 32;Dennis Novak;Thomas Fabbiano;2;0
vienna;Round of 32;Lucas Pouille;Sebastian Ofner;2;0
vienna;Round of 32;Diego Schwartzman;Fabio Fognini;2;1
vienna;Round of 32;Gilles Simon;Ernests Gulbis;2;0
vienna;Round of 32;Jan-Lennard Struff;Pablo Cuevas;2;0
vienna;2nd Round Qualifying;Guido Pella;Lukas Lacko;2;0
vienna;2nd Round Qualifying;Dennis Novak;Thomas Fabbiano;2;1
vienna;2nd Round Qualifying;Guillermo Garcia-Lopez;Sergiy Stakhovsky;2;1
vienna;2nd Round Qualifying;Pierre-Hugues Herbert;Simone Bolelli;2;0
vienna;1st Round Qualifying;Sergiy Stakhovsky;Nikoloz Basilashvili;2;0
vienna;1st Round Qualifying;Guido Pella;Elias Ymer;2;1
vienna;1st Round Qualifying;Simone Bolelli;Dusan Lajovic;2;0
vienna;1st Round Qualifying;Thomas Fabbiano;Andreas Haider-Maurer;2;0
vienna;1st Round Qualifying;Lukas Lacko;Rogerio Dutra Silva;2;0
vienna;1st Round Qualifying;Guillermo Garcia-Lopez;Jerzy Janowicz;2;0
vienna;1st Round Qualifying;Pierre-Hugues Herbert;Quentin Halys;2;1
vienna;1st Round Qualifying;Dennis Novak;Andreas Seppi;2;0
paris;Finals;Jack Sock;Filip Krajinovic;2;1
paris;Semi-Finals;Filip Krajinovic;John Isner;2;1
paris;Semi-Finals;Jack Sock;Julien Benneteau;2;0
paris;Quarter-Finals;Filip Krajinovic;Rafael Nadal;0;0
paris;Quarter-Finals;Julien Benneteau;Marin Cilic;2;0
paris;Quarter-Finals;John Isner;Juan Martin del Potro;2;1
paris;Quarter-Finals;Jack Sock;Fernando Verdasco;2;1
paris;Round of 16;Rafael Nadal;Pablo Cuevas;2;1
paris;Round of 16;Marin Cilic;Roberto Bautista Agut;2;0
paris;Round of 16;Fernando Verdasco;Dominic Thiem;2;0
paris;Round of 16;John Isner;Grigor Dimitrov;2;1
paris;Round of 16;Julien Benneteau;David Goffin;2;0
paris;Round of 16;Juan Martin del Potro;Robin Haase;2;0
paris;Round of 16;Jack Sock;Lucas Pouille;2;0
paris;Round of 16;Filip Krajinovic;Nicolas Mahut;2;1
paris;Round of 32;Rafael Nadal;Hyeon Chung;2;0
paris;Round of 32;Marin Cilic;Borna Coric;2;0
paris;Round of 32;Robin Haase;Alexander Zverev;2;1
paris;Round of 32;Dominic Thiem;Peter Gojowczyk;2;1
paris;Round of 32;Grigor Dimitrov;Richard Gasquet;2;0
paris;Round of 32;David Goffin;Adrian Mannarino;2;1
paris;Round of 32;Nicolas Mahut;Pablo Carreno Busta;2;0
paris;Round of 32;John Isner;Diego Schwartzman;2;1
paris;Round of 32;Filip Krajinovic;Sam Querrey;2;0
paris;Round of 32;Julien Benneteau;Jo-Wilfried Tsonga;2;1
paris;Round of 32;Fernando Verdasco;Kevin Anderson;2;1
paris;Round of 32;Juan Martin del Potro;Joao Sousa;2;0
paris;Round of 32;Roberto Bautista Agut;Jeremy Chardy;2;0
paris;Round of 32;Pablo Cuevas;Albert Ramos-Vinolas;2;1
paris;Round of 32;Jack Sock;Kyle Edmund;2;1
paris;Round of 32;Lucas Pouille;Feliciano Lopez;2;0
paris;Round of 64;Julien Benneteau;Denis Shapovalov;2;0
paris;Round of 64;Jeremy Chardy;Gilles Simon;2;0
paris;Round of 64;Hyeon Chung;Mischa Zverev;2;0
paris;Round of 64;Borna Coric;Jan-Lennard Struff;2;0
paris;Round of 64;Pablo Cuevas;Karen Khachanov;2;0
paris;Round of 64;Kyle Edmund;Evgeny Donskoy;2;1
paris;Round of 64;Richard Gasquet;Benoit Paire;2;1
paris;Round of 64;Peter Gojowczyk;Ryan Harrison;2;0
paris;Round of 64;Robin Haase;Steve Johnson;2;0
paris;Round of 64;Filip Krajinovic;Yuichi Sugita;2;0
paris;Round of 64;Feliciano Lopez;Pierre-Hugues Herbert;2;0
paris;Round of 64;Nicolas Mahut;Vasek Pospisil;2;1
paris;Round of 64;Adrian Mannarino;David Ferrer;2;0
paris;Round of 64;Diego Schwartzman;Viktor Troicki;2;0
paris;Round of 64;Joao Sousa;Paolo Lorenzi;2;0
paris;Round of 64;Fernando Verdasco;Andrey Rublev;2;0
paris;2nd Round Qualifying;Jan-Lennard Struff;Peter Gojowczyk;2;0
paris;2nd Round Qualifying;Borna Coric;Evgeny Donskoy;2;0
paris;2nd Round Qualifying;Joao Sousa;Ugo Humbert;2;0
paris;2nd Round Qualifying;Jeremy Chardy;Guillermo Garcia-Lopez;2;0
paris;2nd Round Qualifying;Filip Krajinovic;Laslo Djere;2;1
paris;2nd Round Qualifying;Vasek Pospisil;Paul-Henri Mathieu;2;0
paris;1st Round Qualifying;Guillermo Garcia-Lopez;Jared Donaldson;2;1
paris;1st Round Qualifying;Jan-Lennard Struff;Mikhail Kukushkin;2;0
paris;1st Round Qualifying;Vasek Pospisil;Nikoloz Basilashvili;2;1
paris;1st Round Qualifying;Borna Coric;Benjamin Bonzi;2;0
paris;1st Round Qualifying;Laslo Djere;Denis Istomin;1;0
paris;1st Round Qualifying;Joao Sousa;Norbert Gombos;2;0
paris;1st Round Qualifying;Filip Krajinovic;Guido Pella;2;0
paris;1st Round Qualifying;Paul-Henri Mathieu;Daniil Medvedev;2;0
paris;1st Round Qualifying;Peter Gojowczyk;Quentin Halys;2;0
paris;1st Round Qualifying;Jeremy Chardy;Dusan Lajovic;2;1
paris;1st Round Qualifying;Ugo Humbert;Thomas Fabbiano;2;1
paris;1st Round Qualifying;Evgeny Donskoy;Andreas Seppi;2;0
